pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,pKd
5hzn,8.0457618335,-16.3555874019,0.1805705682,7.5,33.0,7.5,17.0,0.0301391041,-1.9955622336,8.0,-77.0090344161,19.967,6.8862,33.4343,14.5381,174.4789,358.5013,215.3429,266.4798,0.0,1089.6285,7.214670164989233
4qwk,-0.8030321869,-23.629981811799997,-0.3128188152,22.0,52.0,18.0,25.0,-0.052224488,-5.17477195,16.0,-77.4024784521,38.3569,15.8569,110.0279,42.8228,136.0374,103.7239,538.1575,206.7785,0.0,1191.7618,6.265200170411153
2nmb,2.0559504653,-12.8394857285,-0.1050064284,23.0,61.0,19.0,23.0,-0.015843384,-0.6663903348,16.0,-26.8070277327,15.3321,22.2884,61.2421,6.8953,58.7267,105.6543,333.7344,195.6753,0.0,799.5486,6.275724130399211
4l8m,9.6464057162,-24.343190813299998,-0.0054204911,8.0,42.0,8.0,19.0,-0.0098581056,-3.2144759156,8.0,-57.7310028072,17.7724,13.5355,7.8946,37.503,78.8212,437.0656,304.8121,138.0253,28.9714,1064.4011,9.0
4hbw,4.4775236909,-0.9010557905,-0.1134268936,3.0,18.0,3.0,5.0,-0.0213665637,-1.1726377979,3.0,-30.03128107,0.0,0.0,5.8257,19.9545,150.6856,115.9785,161.0955,138.8009,0.0,592.3407,5.318758762624412
4htx,7.995547108099999,-2.8639630493,-0.1081824401,10.5,35.0,9.5,17.0,-0.0198409045,-3.0688341412,10.0,-35.7233321727,0.0,0.9329,45.2631,31.0633,138.7073,382.2332,361.5574,133.5117,0.0,1093.2689,8.327902142064282
3hp2,7.3098659863,-7.4856688695,0.0440314047,5.0,23.0,5.0,14.0,0.0037407990000000004,-1.052998244,6.0,-22.8075414795,0.39,11.9273,0.0,12.159,78.025,382.5691,216.0373,74.5492,0.0,775.6569,6.167491087293763
2am9,7.7860843688,12.1188464733,-0.1434779789,1.0,21.0,1.0,17.0,-0.0345180394,-2.5077069563,2.0,-18.217764479,0.0,0.0,51.1752,0.0,0.0,0.0,338.1134,31.0354,0.0,420.324,8.4089353929735
3oct,7.4275177823,-18.5984017796,-0.0232369632,7.5,33.0,7.5,8.0,-0.0114057695,-2.7453797210000004,10.0,-73.580636142,16.2898,12.1894,61.5964,13.0126,135.9299,232.1347,272.3404,138.5382,54.2164,936.2478,8.301029995663981
4rce,8.3704191773,-13.1538155331,-0.41799394630000003,4.5,31.0,4.5,14.0,-0.1180625504,-4.137316359100001,6.0,-77.52089307770001,18.034000000000002,14.6138,79.6774,2.9348,183.4905,333.2378,242.74599999999998,93.1389,0.0,967.8732,8.698970004336019
3hjo,3.6041498130000003,-2.6519844393,-0.1354829379,6.0,19.0,6.0,9.0,-0.0231416095,-0.0542709251,6.0,-15.9022979168,0.0,24.9302,12.7542,15.7023,95.7765,98.0212,196.3512,79.4219,92.9494,615.9069,6.522878745280337
4nrl,3.4920945457,-21.4112772504,-1.0398467683,7.0,20.0,7.0,2.0,-0.2372693452,-7.0293794103,8.0,-60.1273219721,23.0947,43.3556,82.43,34.7676,50.5695,27.6279,94.5653,101.2248,0.0,457.6354,8.619788758288394
2jiu,5.9919971684,-13.3349728933,0.43968324560000005,7.0,33.0,7.0,16.0,0.0759235499,-1.9851980199,8.0,-47.263044281599996,5.7355,33.9375,13.1698,20.2407,156.5084,322.0138,254.4464,163.281,0.0,969.3331,7.559090917934783
3fdt,3.6362693400999997,-32.090700943,-0.6693903089,36.0,73.0,30.0,13.0,-0.17300095140000002,-8.709900354,26.0,-160.49526963600002,0.0,51.0437,58.458,103.4023,306.0326,87.2593,359.70099999999996,259.2899,0.0,1225.1868,4.5228787452803365
3px9,5.3547190517,-29.398865991999998,-0.0050977554999999996,3.5,21.0,3.5,2.0,-0.006447377099999999,-5.3875500641,6.0,-98.2123452468,11.0178,0.6405,47.7186,40.6513,160.6382,136.9288,28.5263,116.5429,0.0,542.6644,3.42021640338319
4igk,2.7911494969999997,-13.967197263900001,-0.9486592915000001,22.0,53.0,18.0,12.0,-0.1735877434,-8.1274726195,14.0,-136.687533857,41.4799,132.612,13.4375,77.7826,518.3479,113.4615,200.8993,162.5498,0.0,1260.5705,4.549750891680639
3o3j,1.9466237808000002,-10.4424404085,-0.33766212149999997,2.5,15.0,2.5,7.0,-0.09655662359999999,-4.908485740400001,3.0,-67.7756862585,0.0,11.9741,2.1911,77.6182,50.0411,169.4707,90.1197,71.0222,22.6558,495.0929,6.3979400086720375
3qzv,3.9868262158,-13.930852834400001,-0.297356846,23.0,42.0,20.0,11.0,-0.0632855172,-6.9316051933,20.0,-101.253937569,44.5784,35.5056,26.401999999999997,62.4373,303.1918,80.9875,297.3562,205.4265,0.0,1055.8853,4.1611509092627434
5j7g,4.4783158600999995,-5.3517190776,-0.0464445868,16.0,47.0,16.0,24.0,-0.0119412172,-0.7048398806,24.0,-27.7564058444,0.0,6.5052,0.0,15.6155,69.6891,259.3355,187.0593,67.6066,154.5713,760.3825,7.236572006437062
1qw7,2.2209197012,-0.28833491899999997,-0.0034840775,6.0,16.0,5.0,9.0,-0.00028606110000000003,-0.0,6.0,-5.447124121900001,0.0,0.0,10.4547,0.0,42.3227,89.4208,126.819,44.6633,0.0,313.6805,3.6020599913279625
5awj,7.408843126900001,15.9201950728,-0.19630392870000002,11.5,33.0,10.5,27.0,-0.0475448218,-3.1478310142000003,14.0,-30.766964205100003,6.1634,0.0081,89.3171,1.99,53.6188,108.4821,814.2123,139.0861,0.0,1212.8779,9.67778070526608
5lvn,4.3573633591,-19.129492549000002,-0.3931799796,4.0,19.0,4.0,0.0,-0.0897278317,-4.9376859773,4.0,-57.7898800495,0.0,11.2249,97.1658,8.2758,138.2568,37.3699,91.4704,168.3964,0.0,552.16,4.698970004336019
5f67,3.4387991623,-17.773819656500002,-0.8512444845999999,62.5,130.0,50.5,29.0,-0.1850888666,-16.0354263518,40.0,-176.44473829400002,81.6389,117.927,47.6736,57.0574,548.5278,111.5127,546.2217,264.2229,0.0,1774.7820000000002,6.886056647693162
1czk,9.2792719665,-49.854596479799994,-1.2692897751999999,8.5,31.0,8.5,6.0,-0.3004301691,-15.3424249998,10.0,-194.949385382,0.0,104.7343,91.7951,46.0405,189.5668,143.6967,120.6184,114.16,0.0,810.6118,8.823908740944319
2xke,5.630034523200001,-19.5590389628,-0.3816495168,4.5,24.0,4.5,8.0,-0.0878574322,-3.4680067341000003,4.0,-59.2267136105,9.966000000000001,47.06,67.4327,10.3433,68.7375,200.0329,137.6296,127.0656,0.0,668.2676,5.376750709602098
2jo9,2.0692853135,-16.2734071823,-0.1909421168,27.0,76.0,23.0,21.0,-0.0445081732,-4.133282164100001,18.0,-36.5112104562,67.2136,44.8221,52.8201,24.6958,45.1283,126.2202,141.4213,80.5427,0.0,582.8641,4.283162276700476
4mny,3.8165611820999996,-12.305835079000001,-0.5032108145,38.5,95.0,29.5,25.0,-0.0980456083,-7.0955108687,24.0,-197.74761305799998,7.5438,14.0753,118.2889,99.073,852.9658,115.1209,404.774,282.4756,0.0,1894.3173,5.707743928643524
5am1,8.606170198200001,-5.3763863463,-0.0564567253,2.0,28.0,2.0,16.0,-0.02640564,-2.7628807924000003,2.0,-46.3789687846,0.0,17.9719,23.858,27.0685,84.1905,344.6767,261.7669,113.3935,0.0,872.926,8.522878745280337
5jao,5.4692461803,6.6837882619,-0.0525618934,1.5,15.0,1.5,12.0,-0.012175934,-0.6390018182,2.0,-4.6630306468,0.0,0.0,33.5424,0.0,46.4311,256.5708,161.3643,0.1944,50.2059,548.3089,4.0
2x8d,5.2594093611,-5.608293879600001,-0.11979358679999999,0.0,15.0,0.0,8.0,-0.022158732900000002,-0.9815123085999999,0.0,-21.909771724200002,0.0,0.8441,1.2538,50.2751,101.3533,196.7612,149.0131,18.9215,0.0,518.4221,6.096910013008057
3l13,6.031921029099999,-15.8499560704,-0.1637516425,6.5,34.0,6.5,7.0,-0.0426084341,-3.8639813106,6.0,-70.7046145171,26.2847,15.2003,54.9697,12.6506,98.8017,187.5016,153.3092,352.1137,0.0,900.8315,7.823908740944319
3ddu,7.6988944125,-5.3037048222,-0.042674448200000006,4.0,27.0,4.0,11.0,-0.008215088,-1.5367715735,6.0,-66.8911119883,0.0,0.0,0.0,0.0,43.5046,150.4922,135.8284,135.4932,62.3068,527.6252,7.397940008672037
2x52,4.7509981025,-30.8053404019,-0.7803160015999999,25.0,49.0,25.0,4.0,-0.1948002742,-10.949942139500001,22.0,-145.8482445,0.0,44.7406,144.3565,24.6594,222.9465,115.5901,176.7729,257.1404,0.0,986.2064,4.2441251443275085
3oki,8.624668816,6.9541086665,-0.0445155081,5.0,32.0,4.0,21.0,-0.0100928224,-1.0177100401,4.0,-24.310726545900003,0.0,0.0,31.955,1.7531,66.6902,262.8018,494.2997,114.4919,65.0168,1037.0085,7.154901959985742
4meo,5.5351062474,1.652773017,-0.1500427144,2.5,22.0,2.5,14.0,-0.0320681828,-2.6591066272,4.0,-30.745260236,2.6794,0.0,23.9818,22.831,86.9073,214.3505,264.5256,34.5741,0.0,649.8497,3.6020599913279625
4b1c,6.7800001452,-10.2314373402,-0.38249303030000004,4.5,25.0,4.5,16.0,-0.1089819442,-3.7581607082999997,4.0,-47.2703351722,0.0,15.8803,77.1492,3.7335,153.0361,201.0028,307.0921,58.3232,0.0,816.2172,7.102372908709557
5jf2,3.7743341628,-5.498556440700001,-0.2281227249,6.5,15.0,5.5,6.0,-0.0750580317,-6.707047229800001,6.0,-58.8328441503,18.2434,10.8865,36.062,39.2177,99.9782,54.2064,233.0455,65.8414,0.0,557.4811,7.886056647693162
5b5b,9.7518302339,16.7129583997,-0.2462545977,11.5,42.0,10.5,36.0,-0.0573442482,-3.8772428098000002,14.0,-34.4543651331,0.0,0.0,63.9292,0.0,0.0,284.6663,434.8788,34.2223,0.0,817.6966,9.366531544420411
5n7g,2.7175437755000003,-22.360728711100002,-0.37995515490000004,18.5,45.0,14.5,9.0,-0.0818868236,-4.518811843,14.0,-79.4557076695,17.0492,88.7903,34.926,38.607,84.2541,47.1566,335.4265,102.8935,0.0,749.1032,4.580044251510242
1rti,5.8028007578,-13.170839835999999,-0.0354128972,6.5,21.0,6.5,7.0,-0.0101074922,-0.5403180736,10.0,-29.7575279322,0.0,0.0,22.7692,22.9561,72.1067,273.2791,222.6108,126.4048,0.0,740.1267,4.769551078621727
1w6y,5.3487117686,0.9713388023,-0.1268130861,0.5,20.0,0.5,16.0,-0.0452783377,-1.5779497021000002,1.0,-14.9950588056,0.0,19.4722,34.8077,4.4279,17.1423,209.6073,211.4599,59.9838,0.0,556.9011,5.356547323513811
3msj,3.0344041206,-11.449844914100002,0.309679478,4.0,15.0,4.0,5.0,0.0586351906,-3.2219355088999997,8.0,-45.1316030255,1.2765,21.154,65.8554,1.4256,61.424,97.2431,58.931999999999995,64.8868,64.4981,436.6955,3.1135092748275177
2ygu,2.2888628799,7.6177704185,0.0003154007,4.0,7.0,4.0,7.0,0.00016136780000000002,-0.0,4.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.9503,0.0,0.0,271.9503,6.492144128304169
3tpu,7.3068146678999994,-57.03488412270001,-1.4466696619,32.0,85.0,25.0,39.0,-0.3136549938,-11.9991189006,20.0,-168.071062421,222.5779,129.2199,181.5304,140.4502,189.7163,706.1499,640.4608,253.2601,0.0,2463.3655,4.318758762624412
5aes,3.2908175548000003,-28.1672115887,-1.3961468707,5.0,16.0,5.0,4.0,-0.2725795538,-3.1893318783999995,6.0,-109.571787518,0.7018,107.4785,16.2708,23.1467,46.797,96.1816,131.2777,72.6655,0.0,494.5196,2.886056647693163
5jaz,6.178553015,-13.138793657899999,-0.8973003217000001,8.5,25.0,7.5,15.0,-0.20358748440000002,-10.0707736906,8.0,-92.7245197648,11.2905,92.074,57.428000000000004,28.8089,141.9591,198.2198,121.2711,152.3888,0.0,803.4402,6.552841968657781
4iqu,3.6217315683,-20.273634260399998,-0.2888630318,7.5,24.0,7.5,11.0,-0.0765543513,-2.3622412195,10.0,-67.4354349173,27.9112,55.5604,15.4028,20.6811,116.5059,105.9142,125.6062,130.6606,16.5239,614.7663,6.236572006437062
5enk,7.4857202138,-8.8990527552,-0.378847585,3.5,29.0,3.5,12.0,-0.1138669876,-4.7829709316,4.0,-89.6279523667,6.0719,13.0415,55.2475,6.6785,236.4544,225.1515,204.6088,32.4812,40.6645,820.3998,8.096910013008056
2pe2,7.655655177000001,-15.3485569762,-0.1996266384,8.0,37.0,8.0,17.0,-0.0447722296,-5.1216452693,10.0,-82.2896929825,31.3209,1.097,15.7536,78.521,167.90400000000002,249.0906,268.2453,160.3781,0.0,972.3105,8.397940008672037
3cjo,7.5809932299,-17.106065030299998,0.08834887050000001,3.5,33.0,3.5,16.0,0.014574446299999998,-1.432652668,4.0,-50.958073505600005,18.011,12.2943,39.4199,3.2878,96.9333,317.3491,203.3451,194.7037,0.0,885.3442,8.657577319177793
5k05,6.4964109064999995,-11.1043857939,-0.09414344150000001,2.0,18.0,2.0,9.0,-0.0369385564,-3.4236599287000002,2.0,-64.5358902681,5.9101,2.6748,7.8828,44.21,78.9642,255.1975,167.2974,32.6009,0.0,594.7377,4.9586073148417755
4qn9,3.473368546,8.945878756799999,-0.0040195252,5.0,28.0,5.0,21.0,-0.0019584183,-0.0,8.0,-4.1141600798,2.8739999999999997,6.2913,21.6249,9.5202,53.312,61.3206,270.575,56.6529,0.0,482.1709,4.414539270491499
4e6c,2.0499358473,-8.5638698299,0.0538234962,5.0,16.0,5.0,4.0,0.0111197084,-0.0,5.0,-29.8706027506,0.3255,37.2792,3.0092,10.8374,120.1992,30.3464,310.2842,136.0217,0.0,648.3028,4.823908740944318
4i32,7.5149937997,-47.868400913500004,-0.8774887568,43.5,89.0,33.5,27.0,-0.20204715539999998,-17.3656984856,30.0,-266.991188844,122.3658,55.7902,109.2689,114.4421,501.0968,29.8079,1123.762,407.7915,0.0,2464.3252,7.236572006437062
5mty,7.616853556000001,-16.2659989333,-0.21806657699999998,7.5,39.0,7.5,19.0,-0.0440094,-2.2068366932,8.0,-52.8771327322,10.1724,20.6622,22.7899,34.0804,105.0069,374.8357,309.3313,69.2804,37.4814,983.6406,8.886056647693161
3ms7,5.1541095367,-14.9823107494,-0.2567581745,8.0,24.0,8.0,6.0,-0.0534640861,-3.9112180666,10.0,-68.0385397349,31.9766,2.7626,74.5857,13.0582,117.726,157.4967,89.2729,163.7203,59.5742,710.1732,3.4317982759330046
3tnh,4.1529323612,-13.3358090719,-0.4455658354,4.5,16.0,4.5,4.0,-0.09762751900000001,-3.2253682420999996,8.0,-38.8981042746,5.0244,4.7809,84.8141,32.6042,48.8586,192.541,123.1953,13.1807,0.0,504.9992,6.455931955649724
2zu3,0.35038817299999997,-14.4635499469,-0.20201781579999997,18.0,44.0,15.0,20.0,-0.0522098182,-5.3989191591,12.0,-126.925236721,0.0,4.7902,22.4297,101.8148,287.3725,91.6515,359.3362,193.4008,0.0,1060.7957,6.096910013008057
1fpy,2.0116256646,-25.522884785,-1.0436022371,4.5,11.0,4.5,1.0,-0.2429172182,-4.4182356942,6.0,-83.1029793596,62.7695,109.4028,2.5995,4.9830000000000005,60.1742,17.7151,44.742,112.6296,0.0,415.0157,6.0
4rqi,3.6572251494,-44.2820749075,-0.7247394643,54.5,117.0,45.5,32.0,-0.1477468907,-8.9707073933,32.0,-141.444319196,177.8943,69.9328,65.3591,79.1342,267.85900000000004,94.1311,528.9346,266.8814,0.0,1550.1265,4.910094888560601
2c93,6.1638392055999995,-4.047251122,-0.0362710805,9.0,27.0,9.0,14.0,-0.0081784135,-4.0756005105,10.0,-52.6401787877,41.2381,9.0656,49.291000000000004,4.7841,124.0252,212.7868,214.7109,121.3161,0.0,777.2178,4.920818753952375
5ggp,2.6975268333999995,2.6299724044,0.0124106508,11.5,36.0,9.5,9.0,-0.0033887238,-2.2428803918,10.0,-49.4034927949,1.1611,27.3406,31.6027,12.368,268.3065,66.1677,190.5322,88.4096,0.0,685.8884,3.3010299956639813
5jq9,5.1863830967,-22.4327794338,0.1703677223,6.5,31.0,6.5,7.0,0.0207504321,-7.9267897555,8.0,-118.050953923,32.2103,17.3065,73.1583,29.3683,185.7238,200.5033,91.3812,91.97399999999999,0.0,721.6257,4.647817481888637
2wnl,2.4312699634,-2.9940475008,0.0148605074,5.5,13.0,5.5,6.0,0.0047163407,-0.0718526804,10.0,-18.5294903941,42.6226,0.0,28.3916,16.7288,68.7356,165.0527,92.2339,61.9494,0.0,475.7146,6.0
5etu,6.1265045646,-43.16223371979999,-0.9669672019,29.0,102.0,29.0,24.0,-0.1775925988,-11.1403854831,10.0,-166.690157473,263.0131,104.7431,48.0305,79.892,459.085,73.1552,494.55300000000005,264.4741,0.0,1786.9460000000001,3.886056647693163
1y2g,4.7007687073,-0.5821563432,0.06841261230000001,3.0,26.0,3.0,14.0,0.0100341432,-0.0,4.0,-5.4212832692,0.0,0.0,0.0,20.4327,102.83,262.487,126.2705,48.924,0.0,560.9442,4.080398976215889
1tg5,6.8699773635,-2.6489404558,-0.1513116521,4.5,31.0,4.5,15.0,-0.0245059009,-2.1777171402,6.0,-47.2168344116,6.5231,0.0,14.5897,10.2942,137.6032,205.6043,256.6449,205.7877,127.4299,964.477,7.920818753952375
5c6v,3.3692056311000003,-7.182304740399999,-0.4925532048,24.0,48.0,19.0,14.0,-0.0760995875,-0.7558834497,14.0,-19.7445532536,68.487,8.1755,0.2864,53.803000000000004,109.1776,67.4342,590.9596,100.8908,0.0,999.2141,4.795880017344076
3tpp,8.9943551109,-13.7833479954,-0.2616945622,13.5,41.0,12.5,21.0,-0.0473761191,-8.023683784500001,12.0,-137.240328596,19.3841,18.9847,58.2125,36.8523,341.895,466.3067,260.2664,237.2871,0.0,1439.1888,7.823908740944319
4acu,8.5079998966,-22.5975579623,0.22036240070000002,4.5,33.0,4.5,16.0,0.0396744741,-5.1329263455000005,6.0,-107.63012213,0.0,16.5,90.1622,19.4892,180.055,294.9084,70.6381,197.9633,60.9195,930.6357,7.3904055907747805
5hl9,0.166282183,-24.3660096872,-0.2378854768,6.5,24.0,5.5,8.0,-0.047075388200000005,-6.952516993200001,6.0,-101.99248131600001,30.743000000000002,41.4054,39.1243,33.6172,111.7877,109.5807,246.3235,149.7692,0.0,762.3510000000001,4.657577319177793
3cjf,4.7854721325,-16.4729237972,0.2624940663,7.0,30.0,7.0,8.0,0.0398358419,-1.6606727043,6.0,-50.314700087,0.0,0.0,31.7939,19.9568,101.177,215.5031,152.9705,126.8377,0.0,648.239,8.200659450546418
2ceo,4.565901901,-12.019773979000002,-0.15163438769999998,6.0,24.0,6.0,10.0,-0.0284080677,-1.1684422351000001,6.0,-28.035044025599998,45.135,20.67,23.1103,9.8119,48.1925,215.4181,199.3125,43.5941,0.0,605.2444,10.0
5dhq,3.5408936354000002,-15.9246326873,-0.3598135195,10.0,33.0,10.0,7.0,-0.0904466519,-4.4364042415,12.0,-73.1388404452,0.0,10.0159,85.1711,17.0334,159.6491,113.6643,68.8035,148.3833,5.8672,608.5878,5.698970004336019
3wf9,8.817972770599999,-1.2509305204999999,-0.220120349,6.5,33.0,6.5,17.0,-0.0376867162,-4.8370951587,10.0,-82.7526792054,43.2818,6.9738,46.7834,25.4704,220.4662,257.1894,367.4483,92.8139,0.0,1060.4272,6.2464169411070944
3r04,6.8202027321,-10.5763830174,-0.5182473595,4.5,26.0,4.5,10.0,-0.0861263958,-4.8372051822,6.0,-44.0485463613,2.2971,38.1687,8.1261,4.2884,217.1461,199.4617,283.8799,94.8629,0.0,848.2309,6.920818753952375
3cr5,-0.6822703932999999,-5.5297517704,-0.024315193500000002,11.5,25.0,11.5,13.0,0.0023031586,-0.0,12.0,-18.132716313499998,34.2147,18.1827,39.3413,0.0,30.4755,151.9615,112.4969,58.5328,0.0,445.2054,4.1938200260161125
4yyi,4.6917174407,-12.8334931152,-0.3504761918,21.5,41.0,19.5,8.0,-0.062199952,-4.8222346513,16.0,-94.5802054554,7.1433,8.3881,44.7198,70.4424,319.601,104.3979,424.5699,256.2087,0.0,1235.4711,4.1938200260161125
5w99,7.0619243616,-19.5227238729,-0.5408901958,6.5,34.0,6.5,3.0,-0.1061873473,-3.5857172093000003,6.0,-136.026321962,30.4936,75.9922,21.7017,16.148,270.4528,278.8809,133.7483,126.2688,0.0,953.6863,4.6777807052660805
5knt,4.0256278368,-29.441342397899998,-0.8551026420000001,10.0,24.0,9.0,0.0,-0.2312327225,-12.310852150599999,8.0,-130.54483383299998,13.6807,112.2291,58.4284,23.6031,201.6695,128.6523,57.7094,118.8018,0.0,714.7743,4.431798275933005
4ap0,7.353009868099999,-14.416855973499999,0.0590752846,6.0,34.0,5.0,21.0,0.0102541902,-0.0,6.0,-26.0607016577,32.876999999999995,12.6041,5.2512,8.1053,39.1453,329.4198,315.1919,102.3126,65.4919,910.3991,8.0
3tiy,4.4428442837,-12.4759680845,-0.323322392,2.0,16.0,2.0,6.0,-0.0575202858,-3.2484658422000003,2.0,-30.0116455427,1.3408,2.5581,97.449,4.0824,109.1164,197.2252,175.3256,26.3473,0.0,613.4448,4.769551078621727
3g4k,6.0993727695,-2.9634609677999997,-0.09923386210000001,4.0,20.0,4.0,10.0,-0.0218359973,-1.5925314833000002,4.0,-35.379523405,0.0,0.0,2.7998,31.5776,113.6937,141.0981,226.0203,166.8337,0.0,682.0232,6.5406075122407685
1kf0,4.884383259,-36.990993600100005,-0.8376822545,9.5,31.0,9.5,0.0,-0.1810326669,-6.0697691131,14.0,-120.171407499,17.152,134.6287,72.4534,12.1519,134.4413,59.6278,92.7972,190.8535,0.0,714.1058,2.552841968657781
2qnb,8.4487412395,-24.6195478406,-0.9463487979999999,5.0,23.0,5.0,6.0,-0.1841940088,-11.0399266927,4.0,-115.77565327299999,3.602,12.4294,102.64,36.0748,181.1,169.7227,65.9783,172.3116,0.0,743.8588,5.337242168318426
5mgx,4.0529943487,-22.2460768892,-0.8832833278,31.0,62.0,25.0,12.0,-0.1896731791,-10.7837993196,18.0,-115.986494974,116.4272,171.5856,32.2473,79.0371,270.7336,40.3717,359.9862,188.1712,0.0,1258.5599,5.585026652029182
5mxv,7.3162106748,-9.1454173764,0.2166656111,2.0,19.0,2.0,7.0,0.025745498999999998,-1.2542899047,2.0,-41.056978056700004,13.755,0.0,13.5889,21.0156,109.448,248.8202,69.9741,120.3535,98.4357,695.3910000000001,4.920818753952375
2l0i,3.805419469,-32.4340109375,-0.30521252390000003,26.5,69.0,20.5,13.0,-0.0632341729,-6.9619496746000005,18.0,-103.381586682,39.7374,74.8857,72.5469,86.1411,128.2278,113.6307,267.4481,186.0928,0.0,968.7105,4.823908740944318
5jyy,5.9200858088,-34.6647300651,-0.9841382028,12.0,30.0,11.0,2.0,-0.210878375,-13.6789063543,12.0,-152.357916906,126.8592,68.6428,64.8065,19.5845,174.013,5.2242,146.5454,216.8349,0.0,822.5105,8.096910013008056
3t8s,1.0685188924,-25.5255546886,-0.7969515548,7.5,24.0,7.5,0.0,-0.1520891515,-6.3429794683,4.0,-51.3701335178,74.7066,131.9553,33.2509,0.2594,11.7924,13.0145,32.6133,44.1336,0.0,341.726,8.549750891680638
4qga,7.5695287812,-16.028150131,-0.0045769776000000005,6.0,34.0,6.0,14.0,-0.0084938142,-5.700530247100001,6.0,-64.7442894469,32.7241,26.4902,6.8252,16.959,170.9806,312.0565,171.1502,100.3596,19.2256,856.7710000000001,7.920818753952375
2zu4,2.3633927988,-21.715411544000002,-0.2842933891,18.0,44.0,15.0,20.0,-0.0677451364,-5.7573243778,12.0,-130.822855883,0.0,4.6902,27.3992,100.1241,314.815,101.5522,408.1574,244.5653,0.0,1201.3034,7.420216403383191
1e34,0.3021832102,-12.4047388706,-0.40864194880000004,8.0,21.0,6.0,10.0,-0.0697328943,-3.5929714254,8.0,-56.167216796999995,21.2115,40.0178,36.3036,11.5226,138.1061,60.6377,170.8831,119.0287,0.0,597.7111,2.87942606879415
4yht,7.265291799,-22.418762439899997,-0.2313354111,5.0,28.0,5.0,5.0,-0.0416989065,-3.0401913567000003,4.0,-81.0880896645,0.8757,2.6183,19.2359,33.3838,170.3282,204.0564,155.5755,260.9571,34.0864,881.1173,9.221848749616356
5ix1,3.1330438558,-49.1875533389,-0.1419669895,41.0,77.0,34.0,16.0,-0.030483844399999998,-8.2766791553,26.0,-169.746632308,171.7628,87.8709,30.6361,89.2695,178.0021,120.3622,422.5171,290.8661,0.0,1391.2868,6.309803919971486
3dxk,5.9692589784,-10.7852002855,-0.1238277818,4.0,20.0,4.0,10.0,-0.0323175694,-1.6656384316,4.0,-38.169499318,1.5562,15.913,5.1553,32.4439,74.3913,245.61900000000003,169.9824,124.7405,0.0,669.8016,6.327902142064282
5jeo,2.6764976751,-13.598640543599998,-0.5749241318,43.0,87.0,34.0,26.0,-0.0930725461,-7.323046801599999,24.0,-127.62630646299999,59.6094,142.3468,4.5722,36.5567,510.6341,188.998,446.6595,125.0455,0.0,1514.4222,4.801342913045578
1mpl,1.0957167016,-28.3688626595,-1.1489314011,10.5,21.0,9.5,5.0,-0.25452836489999997,-9.1576006453,12.0,-105.08618076799999,39.194,104.7018,28.8243,34.7825,132.0959,36.9189,201.0205,123.7353,0.0,701.2732,3.769551078621726
3bim,4.0732019982,-50.617697471099994,-0.8151567766,53.0,126.0,42.0,33.0,-0.1469327168,-9.508560940499999,38.0,-199.255551139,108.7835,44.175,80.7031,133.0063,262.5184,144.803,513.8127,297.007,0.0,1584.809,5.87942606879415
5ml4,8.1726115941,0.9988886867,-0.0953610349,13.0,46.0,11.0,22.0,-0.0165988787,-3.9810903239999997,10.0,-64.50047003600001,21.7512,38.7942,25.1633,26.6654,153.2682,329.8924,513.9137,279.9707,64.3927,1453.8118,8.698970004336019
3q7j,3.1675178857999997,-18.7001221728,-0.0773391856,13.5,32.0,12.5,16.0,-0.011156382900000001,-4.1030257016,16.0,-79.0067677801,69.3848,28.7337,20.1957,32.8879,165.4354,217.2875,165.7457,185.2785,0.0,884.9492,4.5228787452803365
