,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
2r3w,6.892790030352131,8.284109409,-19.7171353974,0.0808892772,11.0,41.0,9.0,20.0,0.0135475603,-5.7709819616,8.0,-80.5430992596,35.0817,40.348,80.6691,15.3467,190.0777,418.9589,213.3924,133.50799999999998,0.0,1127.3825,-1.391319378647868
2vnp,9.920818753952377,3.435740509,-32.9428989646,-0.2799511283,6.0,14.0,6.0,0.0,-0.0532146995,-7.064300869199999,8.0,-124.763164922,41.7276,147.6939,12.5069,0.3649,48.4037,30.0907,7.6045,209.5771,0.0,497.9693,6.485078244952376
2rfh,6.823908740944319,1.1416478454,-5.8973916282,-0.4149206232,5.0,15.0,4.0,8.0,-0.0827890163,-4.2345184539,4.0,-56.2411452541,27.4072,58.5843,1.7269,6.1579,150.89,161.8598,86.1677,42.2514,0.0,535.0452,5.682260895544319
2zq0,6.823908740944319,7.6270343972,-26.9561755893,-0.6462340296,15.5,44.0,15.5,3.0,-0.17601559530000002,-18.6726529723,10.0,-163.715100028,12.8201,30.6774,261.4114,10.1058,168.8473,113.3337,107.7874,283.1729,0.0,988.156,-0.8031256562556814
2v2h,3.769551078621726,2.0125278573,-29.4469682662,-1.4423274011000002,3.0,9.0,3.0,0.0,-0.3024692713,-5.560661039,4.0,-87.3117229749,0.0,148.2016,0.0,0.0,7.4627,0.0,0.0,70.8095,0.0,226.4738,1.757023221321726
2qbs,6.6777807052660805,5.8647146487,-23.536021742800003,-1.1845790151,7.0,27.0,7.0,11.0,-0.2192915053,-5.1726594988,6.0,-79.5061424419,16.8116,74.149,7.2761,12.5375,162.0528,176.0026,191.3067,134.4042,3.5474,778.0879,0.8130660565660808
2za0,6.638272163982407,5.1890823399,-2.0476473585,-0.1003487669,5.5,22.0,5.5,9.0,-0.0310192921,-5.7483757998,6.0,-47.550733729399994,0.0,0.0,76.15100000000002,0.0,86.1366,224.9584,169.7405,102.1288,0.0,659.1153,1.4491898240824073
2pwr,6.585026652029183,8.9563163195,-20.3088271106,0.0502513999,12.0,45.0,10.0,22.0,0.0121979387,-9.7291947325,8.0,-109.04838372399999,27.3175,30.0199,1.8785,96.2361,217.0547,401.6991,227.8585,166.1178,0.0,1168.1821,-2.371289667470818
2pvh,6.585026652029183,6.595879485399999,-15.151834958199997,0.397111486,3.0,23.0,3.0,11.0,0.0588625725,-1.4192371359,4.0,-35.8064219199,7.2973,0.0,26.5009,17.9156,135.7298,343.8751,138.9629,28.4157,0.0,698.6973,-0.010852833370816661
2z4o,9.568636235841012,6.507002502100001,-22.196118885300002,-0.4413335981,12.5,40.0,10.5,15.0,-0.1168889664,-4.9782626441,8.0,-133.281881108,3.4788,36.0694,36.7119,19.3358,221.2251,215.1591,349.4691,259.7868,0.0,1141.236,3.0616337337410116
2pwc,6.568636235841013,7.7972700913,-20.123224801,0.023545029,11.0,41.0,9.0,20.0,0.007848343,-6.1064802876,8.0,-79.5628192142,36.9954,32.5704,87.9082,17.0811,168.3766,418.0879,249.4153,139.4585,0.0,1149.8934,-1.2286338554589866
2vh6,9.69897000433602,7.1339384098,-12.3769762741,-0.1021824919,8.0,35.0,8.0,15.0,-0.0149265215,-0.6579698696,10.0,-78.71067253689999,0.0,2.0504,17.2198,18.4234,193.1077,399.3323,78.3519,139.92600000000002,18.0169,866.4284,2.5650315945360207
3eko,6.698970004336019,5.537160019400001,-13.089561809100001,-0.2920317086,2.5,16.0,2.5,5.0,-0.071075181,-4.5920728242,2.0,-61.7242543954,13.6739,3.5122,75.2163,4.2745,74.3535,228.4001,64.4531,40.7902,0.0,504.6738,1.161809984936018
2p4s,9.508638306165727,6.1323284752,-25.1799635402,0.02127121,4.0,19.0,4.0,2.0,-0.023339651800000003,-4.6118110401,4.0,-100.80925925700001,3.6796,0.0,50.3589,33.3522,34.1439,117.897,12.8136,131.3554,0.0,383.6006,3.3763098309657273
2pvm,6.443697499232713,6.8854466676,-19.1507710939,0.4850202625,5.0,26.0,5.0,7.0,0.0728282221,-2.7177124782,8.0,-56.8869318548,1.0471,14.3116,32.9674,21.3237,203.4375,292.3866,168.6387,81.9745,0.0,816.0871,-0.44174916836728695
2v2c,3.408935392973502,1.5457128166,-30.8110689588,-1.3573892591,3.0,9.0,3.0,0.0,-0.2907701058,-4.8320634173000006,4.0,-92.3734421112,0.0,149.9521,0.0,0.0,7.3907,0.0,0.0,70.2294,0.0,227.5722,1.8632225763735017
2qnp,6.4089353929735005,8.2273152783,-13.184262703,0.3713806568,10.0,41.0,8.0,22.0,0.0885175732,-3.8663651531,6.0,-60.1761137269,21.9278,33.5086,1.9804,12.6283,134.9523,471.6255,239.6571,101.6128,33.151,1051.0438,-1.8183798853265003
2vw1,3.5228787452803374,5.5339766728,-30.3601413115,-1.4760972807,7.0,20.0,7.0,2.0,-0.2979363031,-10.071675883300001,8.0,-105.87625952100001,23.8017,69.4612,102.0009,28.2968,68.3472,21.1101,125.1951,126.5325,0.0,564.7455,-2.0110979275196623
3ckp,6.347753658996678,6.2667551875,-24.144312334699997,-0.1213559205,13.5,40.0,12.5,17.0,-0.0368798772,-5.7490579455,12.0,-114.85846070299999,30.8852,17.2328,77.3151,26.1129,180.2641,327.0848,116.4645,331.2073,0.0,1106.5667,0.08099847149667738
2w26,9.397940008672037,6.3616101143,-23.2313813411,-0.0481976279,5.0,29.0,5.0,7.0,-0.0109510057,-2.0740529985,6.0,-110.22828307299999,0.0,2.3987,16.9425,26.2374,142.7927,235.385,51.0775,249.2115,69.2189,793.2642,3.036329894372037
2vw2,3.3010299956639813,4.8997425396,-10.808099843299999,-0.6069923146,4.0,13.0,4.0,5.0,-0.0998206541,-5.7380115861,6.0,-58.203238338999995,25.8643,111.9875,14.6627,0.6413,72.5427,16.2124,185.7826,75.8956,0.0,503.5891,-1.5987125439360188
3bkl,6.1681302257195,7.2136614379,-22.990217164,-0.6805980361,13.0,39.0,11.0,22.0,-0.1628127753,-8.066262879,12.0,-115.47286126600001,7.917000000000002,66.461,58.1306,30.69,209.422,511.4028,163.5279,69.5425,0.0,1117.0938,-1.0455312121805003
2ri9,3.2218487496163566,2.306019211,-10.7164209282,-0.711411951,1.5,9.0,1.5,0.0,-0.14209168279999998,-6.927739701,2.0,-55.662392304499996,1.0592,17.4043,74.3633,0.0,67.24,11.513,13.8742,138.1921,0.0,323.6461,0.9158295386163564
2qmg,9.154901959985743,9.4998104048,-24.0408242306,-0.0470460486,11.5,44.0,10.5,22.0,-0.0186526507,-6.827919046900001,10.0,-131.223671494,30.2317,17.5778,51.6682,38.9409,243.824,430.1157,244.8043,179.3834,54.2767,1290.8227,-0.34490844481425675
3d91,9.154901959985743,6.9024856403,-17.395184783599998,-0.6717081373,17.0,44.0,14.0,22.0,-0.1624386954,-8.683318676399999,10.0,-106.61584482299999,0.0,27.1149,104.9383,50.5191,201.3528,282.7423,524.9904,113.4036,0.0,1305.0614,2.252416319685743
2qd7,9.096910013008056,7.3809411673,-20.8916802693,-0.3945809455,12.5,40.0,10.5,15.0,-0.1096054107,-5.0084090831,8.0,-126.361087557,1.8641,36.1615,25.6013,17.29,230.0054,204.9558,472.2228,254.4455,0.0,1242.5464,1.7159688457080566
2rkf,9.080921907623924,5.0239444013,-18.100442753499998,-0.4854530216,15.5,46.0,12.5,26.0,-0.1284267641,-4.714859050199999,12.0,-86.7244688762,5.6512,49.9985,22.0017,33.4323,202.9745,281.8429,492.04,134.716,0.0,1222.6571,4.056977506323925
3bkk,6.080921907623925,6.826085321900001,-19.6091509996,-0.6846615706999999,13.0,36.0,11.0,22.0,-0.16176388460000002,-8.2985885016,12.0,-105.39902892200001,10.372,64.2866,57.4623,16.3216,202.5413,471.7871,141.3211,69.6663,0.0,1033.7583,-0.7451634142760755
2qd8,9.070581074285707,-0.8946890973,-20.641970933699998,-0.3613611834000001,12.5,40.0,10.5,15.0,-0.1030186705,-4.8579262747000005,8.0,-135.54253396200002,0.0,37.0818,33.5192,16.0642,246.1648,217.7847,344.1326,255.7613,0.0,1150.5086,9.965270171585708
3cke,6.096910013008057,4.1160158095,-11.1953092143,-0.8145553148000001,13.0,26.0,13.0,14.0,-0.1528739858,-1.5894288206,16.0,-36.4268591062,44.051,85.7075,19.0946,9.9548,66.0528,107.4827,361.2254,119.6659,0.0,813.2347,1.9808942035080568
3bgb,6.045757490560675,5.3509122386,-11.021677461500001,-0.0308285847,15.0,35.0,13.0,14.0,0.0200462817,-4.188447947,12.0,-84.4653196762,16.5048,29.2066,86.6064,11.5912,279.6296,233.2975,408.8766,131.2233,0.0,1196.936,0.6948452519606745
2vqt,6.0,5.150346733,-23.1917215368,-0.8921072125,5.5,15.0,5.5,0.0,-0.2257315475,-9.7791380666,6.0,-109.585327744,38.4172,25.5817,102.8498,24.1828,54.316,63.7681,0.3711,178.8464,0.0,488.3331,0.8496532669999999
3c2u,2.903089986991944,2.9439061244,-19.7776189828,-0.4786829089,15.0,19.0,12.0,1.0,-0.1035394484,-9.1700039612,10.0,-91.6495975047,24.671,23.3332,120.097,4.5528,59.0828,81.8454,42.5689,251.2041,0.0,607.3552,-0.04081613740805601
3b67,8.853871964321762,8.1025339595,-34.3385690668,-0.5549658689,7.5,32.0,7.5,13.0,-0.1105296081,-3.1614079141,8.0,-87.3339183823,0.0,0.0,5.4975,0.3819,152.3476,154.2686,7.2422,64.7036,101.2838,485.7252,0.7513380048217613
2r3t,5.853871964321763,8.8366034166,-21.4041550625,0.0538088264,12.0,45.0,10.0,22.0,0.0133568529,-7.753994181299999,8.0,-100.720661,36.31,33.0583,4.1563,93.6159,236.1145,390.7881,264.4921,166.9568,0.0,1225.492,-2.9827314522782364
3d1z,8.795880017344075,6.1636851727,-15.3446694792,-0.5128342033,13.0,38.0,11.0,16.0,-0.1381381717,-6.1772987471,10.0,-118.255106195,18.3293,31.0497,65.7086,19.8708,204.2583,227.2462,344.6593,206.2306,0.0,1117.3528,2.632194844644075
3bqc,5.732828271596986,7.4864537038,-7.9273912173,-0.1680792335,1.5,20.0,1.5,10.0,-0.0355889348,-2.7162675029,2.0,-23.6625120933,5.0366,0.01,70.7502,13.3732,70.3066,182.776,184.2291,45.8915,0.0,572.3732,-1.7536254322030134
2rkd,2.7212463990471707,0.9708987083,-21.9836635068,-0.614591271,3.0,9.0,3.0,1.0,-0.1017497328,-4.7808584804,4.0,-59.603353390600006,29.4346,139.2021,0.0,6.5551,33.8803,11.647,35.1895,80.6014,0.0,336.51,1.7503476907471707
3ckz,8.721246399047171,6.766005156,-38.111025495199996,-0.9891772791,7.5,23.0,7.5,2.0,-0.2223134841,-14.9638708108,8.0,-148.142131786,114.1558,71.6099,84.9799,8.1392,109.8359,6.1347,115.7558,159.3787,0.0,669.9899,1.9552412430471708
2qg0,5.721246399047171,6.9334169136,-11.281171553699998,0.202223193,6.0,27.0,6.0,8.0,0.0298897175,-4.9841158943,6.0,-113.773746351,9.3793,0.0,59.1073,0.0,107.0243,131.8715,75.66,124.4956,0.0,507.538,-1.2121705145528292
3cyx,8.0,8.8597303563,-15.1135761198,-0.2604109547,13.5,49.0,11.5,25.0,-0.08221689410000001,-5.5448763342,10.0,-115.18708622700001,14.9791,36.7274,30.2457,64.1954,245.2423,227.7169,602.111,157.5095,0.0,1378.7273,-0.8597303563
2vjx,4.9586073148417755,4.9904605828,-17.4281258195,-0.8546112037000001,2.5,11.0,2.5,1.0,-0.2159687956,-6.9887440643,4.0,-71.6247703872,0.0,28.1394,79.7547,42.8598,31.9744,43.6009,10.3231,122.2289,0.0,358.8812,-0.03185326795822441
3cf8,4.896196279044043,4.3591530747,-10.0908199723,-0.1981376537,3.5,22.0,3.5,7.0,-0.0349287938,-2.0455202375,4.0,-45.9798842105,8.2835,0.1401,107.2264,7.5133,114.7865,286.0571,129.1274,44.9245,0.0,698.0588,0.5370432043440427
2uy0,6.920818753952375,8.657140418300001,-20.4000145874,-0.6053199574,15.0,48.0,13.0,26.0,-0.128287401,-6.0939156039,10.0,-105.72699430600001,25.4495,40.1529,21.0939,33.8928,204.5227,373.0935,454.6883,211.7336,28.6159,1393.2431,-1.736321664347626
3bl0,6.917214629683549,2.4491524496,-5.546966780700001,-0.1831451181,3.5,13.0,3.5,0.0,-0.0407600393,-2.0667767777,6.0,-56.216287278,0.0,0.0,67.8509,16.0997,132.0161,80.1618,73.6496,114.6701,0.0,484.4482,4.46806218008355
2qw1,3.903089986991944,2.4667782143,-10.5979329536,-0.3624394137,4.0,13.0,4.0,0.0,-0.0869112301,-3.2973162762,4.0,-40.045612705100005,1.4324,9.4254,69.4055,10.3763,100.4617,19.798,9.1128,125.675,0.0,345.6871,1.436311772691944
3d7z,7.920818753952375,8.545283193300001,-9.256079012699999,-0.1490231633,6.0,26.0,6.0,18.0,-0.0340119313,-1.9495284012,8.0,-35.4072053176,4.5614,14.9793,10.6275,24.6233,79.6872,224.8775,435.9354,120.3313,0.0,915.6229,-0.6244644393476264
2zn7,7.886056647693162,4.8996545208,-23.3858910096,-1.232336549,8.0,35.0,8.0,17.0,-0.2195188872,-4.4422208172,8.0,-76.4235480283,9.9601,93.0013,3.0607,16.0578,142.0659,204.1164,210.4532,120.6895,0.6765,800.0814,2.9864021268931618
2vo5,4.886056647693163,6.7505798613,-19.783178837,-0.2650392766,5.0,20.0,5.0,8.0,-0.0864931408,-8.5878402831,4.0,-78.8343389509,3.1758,34.0521,102.4363,27.6454,33.6494,176.6705,32.2939,127.7296,0.0,537.653,-1.8645232136068373
3ewj,6.8446639625349395,7.303726675,-18.2025298917,-0.5225456109000001,6.0,35.0,6.0,22.0,-0.1283020708,-3.5137691752,8.0,-98.7129668416,0.0,60.3963,2.4924,39.9879,296.3125,412.5774,205.0892,135.5662,0.0,1152.4219,-0.4590627124650606
3dd8,7.853871964321763,4.2455281388,1.1085527766,-0.2466800219,4.5,24.0,4.5,13.0,-0.052334511500000014,-1.71196566,6.0,-50.24033153590001,0.0,0.0,69.9541,16.6766,155.8443,159.7168,216.5943,19.8873,0.0,638.6734,3.6083438255217626
2r9x,4.853871964321762,4.9760768439,-18.3680199055,-0.9728938011,6.0,30.0,5.0,18.0,-0.1916756068,-3.5089208063,4.0,-58.4304808759,3.6933,87.1548,20.5288,55.9494,155.1357,208.5018,131.3054,78.27600000000002,0.0,740.5452,-0.12220487957823778
2ra0,7.798602875679547,7.0519635674000005,-34.6847910166,-0.3607083773,6.5,39.0,6.5,14.0,-0.07834406690000001,-2.8687454041,8.0,-123.117022655,6.7614,8.6317,15.8754,54.5455,186.0141,394.5508,72.0855,144.1916,13.039,895.695,0.7466393082795468
3c88,6.804100347590767,4.910128758,-28.9691435406,-0.6346668923,17.5,33.0,15.5,4.0,-0.1536001409,-16.713215121199998,12.0,-157.692875737,224.2976,36.9454,76.2087,124.426,299.8548,57.12,126.0479,159.8268,0.0,1104.7272,1.893971589590767
3czv,7.795880017344076,2.3803804272,-5.8492086701,-0.27725188510000004,2.5,13.0,2.5,1.0,-0.0552538017,-2.0745517717,4.0,-54.7950843889,0.684,0.0,52.6089,16.3678,169.4569,73.2754,107.7612,31.6334,0.0,451.7876,5.415499590144076
3fas,6.767003889607847,4.3412999281,-24.0120787575,-1.1233105954,4.5,10.0,4.5,2.0,-0.229142276,-8.4249321541,6.0,-78.5693876931,39.2025,115.457,0.0,0.0,0.0,0.0,60.9553,31.8542,0.0,247.469,2.425703961507847
3cyw,7.769551078621726,5.644696988300001,-13.6735225377,-0.5090347251,13.0,38.0,11.0,16.0,-0.1356369708,-6.0825978532,10.0,-116.848272375,12.0898,34.2445,69.1846,20.6318,185.0419,228.7143,350.3963,206.5066,0.0,1106.8098,2.1248540903217252
3d50,4.769551078621727,4.400793302,-8.089323804600001,-0.4644238633,11.0,20.0,11.0,9.0,-0.1140430252,-10.6389130399,16.0,-84.2560329745,19.2234,21.4601,101.3396,1.5557,128.6925,45.9818,149.8735,143.3516,0.0,611.4782,0.3687577766217265
2zc9,6.7447274948966935,7.7046449741,-1.9774817051,-0.0398211721,6.5,27.0,6.5,15.0,-0.0106649446,-4.6067132846,6.0,-68.6168232509,40.5167,3.1427,20.8673,22.0939,154.6111,296.4096,175.9917,126.4233,65.9017,905.958,-0.9599174792033063
2zgx,6.7447274948966935,6.4507438191,-13.899503471800001,-0.4502968459,7.0,24.0,7.0,10.0,-0.1128327667,-7.9074769638,8.0,-86.59590274899998,72.2314,5.0397,53.5916,22.9623,158.4587,135.8374,204.7781,138.9573,0.0,791.8565,0.29398367579669316
3b7u,7.744727494896693,5.6815915353,-17.3955001843,-0.7871301237,7.5,21.0,6.5,10.0,-0.17793000420000002,-11.5819244584,6.0,-92.04172125870001,12.3674,43.9262,52.4467,49.4569,153.0163,180.9406,143.9087,53.852,0.0,689.9148,2.0631359595966927
2rka,3.0,-2.5303204530000003,-24.1400727625,-0.6721775709000001,3.0,9.0,3.0,0.0,-0.1030773497,-5.0278465681,4.0,-60.9064863944,30.9853,136.7983,0.0,14.0586,39.3449,16.0334,17.92,87.6148,0.0,342.7553,5.530320453
2r43,6.0,8.14980739,-19.3103418434,-0.0012395981,11.0,41.0,9.0,20.0,0.0061979905,-6.00948357,8.0,-74.4693839703,36.9835,33.4688,87.91799999999998,15.4833,172.53,423.391,245.0104,135.9216,0.0,1150.7066,-2.1498073899999994
3ddg,6.0,5.6004528715,-16.3728317518,-0.385669042,6.5,20.0,5.5,6.0,-0.1084171569,-11.3241247281,6.0,-115.462607076,16.5801,27.0512,94.3799,0.2412,137.4308,146.4231,4.0326,193.553,0.0,619.6919,0.39954712850000007
2pqz,5.667561540084394,7.4856468648,-8.676966653,0.4118839746,10.0,39.0,8.0,22.0,0.0905786801,-3.8164731633,6.0,-53.030153416000005,36.1409,35.6729,3.8053,13.7234,178.2262,480.8373,237.8998,127.0594,0.0,1113.3652,-1.8180853247156055
2qd6,8.67778070526608,2.5070468153,-22.7597326013,-0.4049451592,12.5,40.0,10.5,15.0,-0.1092826751,-4.785860882200001,8.0,-130.200922377,1.5792,38.9039,24.8014,15.3336,245.8933,207.4432,363.6903,248.5129,0.0,1146.1578,6.170733889966081
2q8z,5.6777807052660805,5.9489633101,-42.7487580719,-1.3324139246,5.5,22.0,5.5,1.0,-0.30230790350000003,-13.5569783116,6.0,-131.488703435,0.0,99.8722,87.3067,15.6051,49.1444,0.0,32.0675,127.1855,0.0,411.1814,-0.2711826048339194
3d1x,8.657577319177793,8.6702992289,-15.5690073957,-0.34438088990000004,13.5,49.0,11.5,25.0,-0.0946715543,-6.7800734942,10.0,-116.69743015600001,6.549,35.286,28.2417,59.5088,254.9173,241.5906,601.6697,157.0157,0.0,1384.7788,-0.012721909722205993
3bl1,5.598599459218455,5.3198929465,-8.8079166227,-0.31906815,3.5,24.0,3.5,12.0,-0.0650532281,-1.5375197333,6.0,-56.3283352104,0.0,0.0,63.3053,41.8091,132.32299999999998,237.0286,137.4107,25.1186,53.9429,690.9382,0.2787065127184549
3b66,8.602059991327963,7.238937503300001,-21.9860546842,-0.3375961074,7.5,29.0,7.5,13.0,-0.0677084619,-3.1299485280000003,12.0,-80.4570975571,0.0,0.0,22.0394,4.1659,131.1828,208.6324,56.5284,106.0355,0.0,528.5844,1.3631224880279618
3b7r,7.698970004336019,6.3341922581,-21.3400700412,-1.0581840183,9.5,29.0,8.5,16.0,-0.2446042452,-8.490366797,8.0,-103.376892346,39.0383,85.5887,0.0,7.7919,14.4758,241.9793,138.7696,61.7891,0.0,589.4327,1.3647777462360189
2ves,7.698970004336019,7.2449521213,-4.3928936147,-0.4683040254,6.5,30.0,5.5,20.0,-0.098801103,-7.1901457485,6.0,-67.125190652,0.0011,2.0728,57.1295,25.3352,177.7872,318.7197,175.2209,55.3761,0.0,811.6425,0.45401788303601887
1w0z,7.67778070526608,5.2401699184,-23.246219843800002,-0.7404068106999999,13.0,29.0,12.0,10.0,-0.17174668350000002,-9.2268934456,14.0,-109.071877409,44.1726,4.6574,92.1665,31.7332,203.1996,103.0152,153.0686,199.3834,0.0,831.3965,2.4376107868660792
3cs7,10.67778070526608,7.498835015,-22.6375038277,0.1073976058,7.0,37.0,7.0,19.0,0.0229288974,-1.6729219873,8.0,-91.8531703193,29.117,5.6906,9.1794,17.4789,177.0931,296.5464,109.8976,229.8106,44.1037,918.9173,3.1789456902660804
2yz3,6.657577319177793,3.515250825,-6.2468556038,-0.4609764603,6.5,15.0,5.5,10.0,-0.0824222713,-0.6906981934,8.0,-37.0468415287,17.1012,41.4475,52.8875,7.5416,44.8941,241.0032,95.3291,63.9769,0.0,564.1811,3.1423264941777935
3ddf,4.657577319177793,5.6968114528,-13.0145771264,-0.4842134235,6.5,19.0,5.5,6.0,-0.1217666749,-11.951273347899999,6.0,-110.161308101,13.3326,26.5361,90.7565,14.0055,166.1318,179.6087,2.1301,151.4493,0.0,643.9506,-1.0392341336222062
2rk8,3.638272163982407,1.8061384411,-27.5452120687,-0.8943296872,1.0,7.0,1.0,0.0,-0.1594167166,-5.8511890931,1.0,-68.1516585627,0.0,146.9289,0.0,0.0,0.0,0.0,0.0,34.9534,0.0,181.8823,1.8321337228824068
3dln,6.603800652904264,4.1530350498000015,-23.9274486813,-1.1449192108,4.5,10.0,4.5,2.0,-0.2266264053,-8.348473156499999,6.0,-75.4404880558,38.2582,115.2293,0.0,0.0,0.0,0.0,60.2888,33.0889,0.0,246.8652,2.450765603104262
2pvl,7.619788758288393,6.7903056797,-20.2533605968,0.667035806,4.0,26.0,4.0,7.0,0.1069795165,-1.0384091279,4.0,-53.5538139317,10.1982,1.842,11.9632,17.6053,164.1326,211.0205,187.8179,153.5506,0.0,758.1303,0.8294830785883924
3be9,7.619788758288393,9.7290040251,-12.897974221099998,0.3444982483,2.0,27.0,2.0,11.0,0.0400045446,-3.1177505893,2.0,-60.9762999726,1.5692,6.4226,29.757,21.1508,153.0472,206.1785,342.7388,61.1234,0.0,821.9875,-2.1092152668116073
2zmm,7.602059991327962,5.7557253696,-24.2585167277,-1.2407276746,7.0,31.0,7.0,11.0,-0.2230323043,-4.6332949622,8.0,-84.4428015332,12.9527,92.0394,5.1828,25.3878,151.1478,170.5665,224.4187,151.0858,0.0,832.7815,1.8463346217279613
2v54,4.6020599913279625,5.489365811,-44.025096686000005,-1.9020569284,6.5,25.0,6.5,3.0,-0.377380605,-7.0830708783,10.0,-101.943498853,51.5806,164.3305,30.0449,19.3919,87.9762,108.6717,127.2535,119.8061,0.0,709.0554,-0.8873058196720374
3djk,10.585026652029182,6.9533018275,-14.314849519200001,-0.3034301432,13.5,38.0,11.5,15.0,-0.08801146509999999,-4.451712177799999,10.0,-113.81528389,0.0,38.8281,27.5607,17.2651,222.5588,233.5601,355.1391,278.2029,0.0,1173.1148,3.631724824529182
1w13,8.698970004336019,6.4286144258,-24.8963596317,-0.13782277099999998,11.5,33.0,10.5,12.0,-0.0365424718,-10.8212953284,12.0,-134.606520039,96.8705,3.885,55.2022,32.9753,210.9968,178.9173,104.7736,213.3998,0.0,897.0205,2.2703555785360185
2vj8,8.698970004336019,6.4791812264,-18.2670770117,-0.4528787307,13.0,29.0,13.0,16.0,-0.08457139699999999,-7.6405306132,14.0,-111.72573958299999,34.1628,65.9858,51.7519,19.3259,129.52200000000002,344.4476,228.2768,137.6151,0.0,1011.0879,2.219788777936019
3eqr,8.698970004336019,7.473676308,-15.6691507854,0.326036305,9.0,38.0,9.0,15.0,0.0486670615,-2.2336824272,8.0,-66.4702941055,24.793000000000006,6.7797,12.1616,9.711,235.2192,212.2218,382.4401,246.8226,0.0,1130.149,1.2252936963360188
3d4y,5.698970004336019,4.2050394908,-19.9075273967,-0.7185928181,3.0,14.0,3.0,0.0,-0.1720694191,-9.1026549094,4.0,-98.36421435129999,12.5379,16.0393,108.6838,0.013,81.7276,111.8301,2.1495,102.0649,0.0,435.0461,1.4939305135360188
2vh0,8.508638306165727,6.609625088,-18.4769725101,-0.0597427605,8.0,34.0,8.0,9.0,-0.0014009659,-1.1695351352,8.0,-109.432123687,29.241,2.2482,4.6493,17.691,213.6977,343.9689,81.4522,141.0358,68.0089,901.993,1.8990132181657273
2uxz,8.481486060122112,7.949168535399999,-19.2237093395,-0.25072888670000004,16.0,47.0,13.0,26.0,-0.0538968452,-4.6117303562,12.0,-91.8558695625,32.3443,40.6536,34.522,26.5861,213.3812,365.3906,440.0139,197.9103,35.5478,1386.3498,0.5323175247221128
2q6f,5.443697499232713,3.8131724583,-23.110729571,-0.3698770023,19.0,49.0,16.0,21.0,-0.0819895122,-5.3407534021,16.0,-139.087623161,0.0,30.2343,17.5531,77.3985,280.839,150.3136,460.0531,239.6176,0.0,1256.0092,1.6305250409327132
2za5,8.431798275933005,8.706746347000001,-12.8526372042,0.1310306536,4.5,31.0,4.5,18.0,0.0244105472,-3.8223850927,6.0,-65.584935001,5.4543,13.3652,17.8678,23.6653,158.187,360.84,141.8934,124.7555,0.0,846.0285,-0.27494807106699604
3bft,6.490797477668897,4.0059483001,-18.4735911212,-0.5604963835,3.5,12.0,3.5,1.0,-0.1112557632,-8.201474425599999,4.0,-90.1248845068,35.0755,57.4225,0.0,25.1814,85.8343,26.5918,26.2263,26.2787,0.0,282.6105,2.484849177568897
2qhy,7.481486060122112,7.1640555092,-19.830342244,-0.33261571030000003,12.5,39.0,10.5,16.0,-0.1013243086,-4.648712922,8.0,-100.92717510899999,17.346,32.2148,26.5834,22.064,226.9498,276.8098,341.4133,122.1591,85.0421,1150.5823,0.31743055092211225
3cm2,6.468521082957745,5.0154359173000005,-7.9531807257,0.0093006532,9.0,36.0,8.0,19.0,0.0014449753,-4.769738772,6.0,-55.5355938882,76.5702,19.9203,24.7521,17.676,141.3723,198.947,177.5746,105.7051,0.0,762.5176,1.4530851656577441
2pu2,4.431798275933005,4.1553162037,-22.221666342,-1.0130890531,5.5,26.0,4.5,12.0,-0.2019371319,-4.3710429476,8.0,-66.05469867149999,0.2855,81.5842,18.4615,50.5266,128.589,177.2119,103.3507,77.3255,0.0,637.3349,0.276482072233005
