index2,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta_rf,nro_protein,protein,nro_decoy,decoy_name
1029,1.852208948,-15.300212650299999,-0.4916070027,5.0,21.0,5.0,1.0,-0.1033854155,-2.5011935651,6.0,-35.9308805031,63.8728,54.0357,43.3568,12.7205,26.5183,12.868,21.8677,46.1322,0.0,281.372,1.88,92,2j4k,267,ligand_decoy_104
1030,1.6483354025,-15.650622828,-0.2127927839,5.0,21.0,5.0,1.0,-0.0430998724,-1.5319525442,6.0,-26.4016644842,46.7171,31.9277,23.5732,12.5275,26.5967,7.9369,2.1309,58.6409,0.0,210.0509,1.66,92,2j4k,197,ligand_decoy_450
1031,1.3700786361,-11.6310756233,-0.3936274085,5.0,21.0,5.0,1.0,-0.0625593621,-1.7543393773,6.0,-14.819351276099999,37.5614,40.7301,9.3484,18.5653,18.9249,3.7381,18.2463,28.4261,0.0,175.5406,1.38,92,2j4k,167,ligand_decoy_497
1032,0.9589941656,-10.6406880857,-0.09336594210000003,5.0,21.0,5.0,1.0,-0.0214692523,-0.8611686043000001,6.0,-4.3484514556,10.3535,5.3781,7.4567,3.6659,1.8887,0.0,6.587999999999999,25.8118,0.0,61.1427,0.98,92,2j4k,137,ligand_decoy_423
1033,-2.8771291948,-26.0139416702,-0.7659909418999999,5.0,21.0,5.0,1.0,-0.1625267142,-7.0553742959,6.0,-68.43983211390001,43.3102,85.67,50.591,27.135,55.078,25.0461,25.9083,78.9435,0.0,391.6821,-2.7,92,2j4k,140,ligand_decoy_251
1034,8.6730718211,-59.8214199676,-0.5155041068999999,4.0,46.0,4.0,0.0,-0.0822755733,-8.9709714497,4.0,-189.621959493,92.2799,93.7659,102.8331,54.3023,121.428,129.8828,103.5548,137.1363,0.0,835.1831,7.05,43,2rde,481,ligand_decoy_0
1035,5.4370899787,-36.828452216100004,-0.433272543,4.0,46.0,4.0,0.0,-0.0830824123,-6.0630576796,4.0,-54.8120060032,116.9659,100.9243,122.2807,21.0369,58.0479,20.585,102.2755,56.9021,0.0,599.0183,5.37,43,2rde,154,ligand_decoy_31
1036,5.1576302887,-36.2897184809,-0.2543963367,4.0,46.0,4.0,0.0,-0.0391316915,-4.9495098361,4.0,-61.897490063599996,85.3171,101.0869,45.1876,11.2302,84.2754,38.0406,101.0447,57.5168,0.0,523.6993,5.24,43,2rde,276,ligand_decoy_260
1037,5.0128100231,-34.9103465265,-0.3090780162,4.0,46.0,4.0,0.0,-0.0714786005,-5.1729235552,4.0,-63.0620081272,131.8656,86.2137,39.8291,25.2315,94.8694,37.4641,90.8281,59.548,0.0,565.8495,5.12,43,2rde,349,ligand_decoy_240
1038,4.8857402155,-36.1128520372,-0.046224539800000006,4.0,46.0,4.0,0.0,-0.0051857743,-5.3419049814,4.0,-78.7882170997,129.5181,98.8868,70.7374,50.8899,85.9387,42.0384,83.2927,60.8074,0.0,622.1094,5.13,43,2rde,325,ligand_decoy_500
1039,4.7594405724,-38.7476288011,-0.3451730591,4.0,46.0,4.0,0.0,-0.06677692959999999,-4.0303588473000005,4.0,-72.3138182281,168.9417,103.1681,71.347,13.0552,69.7007,44.0344,111.2446,66.0146,0.0,647.5063,4.87,43,2rde,153,ligand_decoy_265
1040,4.6184124501,-36.8658528712,-0.3806299657,4.0,46.0,4.0,0.0,-0.0996886259,-7.400415326799999,4.0,-79.9047722522,114.5696,117.7286,57.1935,30.4828,78.793,34.0224,71.3024,66.3962,0.0,570.4885,4.82,43,2rde,30,ligand_decoy_78
1041,4.4947093616,-34.1440255141,-0.0786521327,4.0,46.0,4.0,0.0,-0.026478989,-3.4506230211,4.0,-54.861531248,139.2714,94.4143,85.5391,24.7824,62.0993,39.3588,69.9231,55.4828,0.0,570.8712,4.6,43,2rde,288,ligand_decoy_203
1042,4.3285005276,-33.698584372,-0.2389637071,4.0,46.0,4.0,0.0,-0.051791728899999986,-2.5381981356,4.0,-30.881263951799998,101.587,92.8681,60.4175,11.253,37.8752,34.8064,98.91,74.9226,0.0,512.6398,4.45,43,2rde,452,ligand_decoy_83
1043,4.0612827857,-32.6767667879,-0.13579833859999998,4.0,46.0,4.0,0.0,-0.0371219289,-4.905918525400001,4.0,-64.6372145767,100.8215,111.7975,68.2066,38.0552,51.7721,30.0666,50.2907,47.25,0.0,498.2602,4.23,43,2rde,256,ligand_decoy_305
1044,1.7341830721,-14.556248413099999,0.0650532281,4.0,46.0,4.0,0.0,0.0017677109,-0.180291842,4.0,-10.4395651277,37.2119,15.0233,26.7171,12.5079,21.8833,9.0419,20.8475,25.3345,0.0,168.5674,1.76,43,2rde,8,ligand_decoy_316
1045,7.2709029975,-3.9060909715,-0.0683392633,8.0,35.0,8.0,19.0,-0.0179558352,-3.3451104846,12.0,-45.4629864726,15.611,34.8917,75.2095,1.9888,84.9513,360.4333,314.5801,104.537,0.0,992.2027,7.64,148,2r6w,478,ligand_decoy_1
1046,5.1752560534,-6.016415050499999,-0.0210291583,8.0,35.0,8.0,19.0,-0.0258555225,-3.2495440725,12.0,-46.930201189399995,13.3202,15.628,77.5511,1.9888,108.6012,344.9605,227.4164,98.06,0.0,887.5262,5.47,148,2r6w,112,ligand_decoy_131
1047,4.5083596105,-3.8656683376,0.1139256668,8.0,35.0,8.0,19.0,0.0176697741,-0.0,12.0,-19.8761560294,8.2023,8.7477,18.0798,6.9478,51.7734,178.2037,221.463,123.3184,0.0,616.7361,4.59,148,2r6w,346,ligand_decoy_84
1048,4.2676061877999985,-3.7891946702,0.0419482931,8.0,35.0,8.0,19.0,0.0120219011,-0.0,12.0,-28.3564079993,3.009,29.8962,28.8815,1.3254,29.6491,191.4402,315.9505,154.786,0.0,754.9379,4.38,148,2r6w,99,ligand_decoy_421
1049,3.964733497,-4.3139774256,-0.0235523639,8.0,35.0,8.0,19.0,-0.0033593842,-0.5904887896000001,12.0,-18.904553170699998,2.5341,28.4176,41.9517,5.5727,51.0056,171.9394,192.9468,76.0875,0.0,570.4554,4.01,148,2r6w,231,ligand_decoy_471
1050,3.7742241393,-5.521566022000001,0.1750913979,8.0,35.0,8.0,19.0,0.0200389468,-1.1503690415,12.0,-38.1657145096,12.9552,33.6334,45.9558,3.5006,63.175,290.4716,414.082,193.3295,0.0,1057.1031,4.12,148,2r6w,303,ligand_decoy_271
1051,3.6114407036,-5.7926199166,-0.0003887497,8.0,35.0,8.0,19.0,-0.0050244065,-0.3879722006,12.0,-25.828376035100003,0.0,26.753,39.8686,9.8898,58.81100000000001,201.3634,180.042,107.9298,0.0,624.6576,3.68,148,2r6w,409,ligand_decoy_344
1052,3.4661876789,-5.3301618065,-0.0463639029,8.0,35.0,8.0,19.0,-0.004877708499999999,-0.9000949186,12.0,-18.159598722000002,4.6056,39.7238,41.7083,7.5527,44.3632,211.5484,157.0408,41.8782,0.0,548.4209999999998,3.54,148,2r6w,322,ligand_decoy_294
1053,3.2932307369,-5.5408934835000005,0.022151398,8.0,35.0,8.0,19.0,0.0020317673,-0.4169450556,12.0,-12.966724238800001,0.0,27.0391,32.6891,7.3261,40.6765,171.5266,86.7413,65.0999,0.0,431.0986,3.29,148,2r6w,333,ligand_decoy_290
1054,3.005035181,-3.0939855133,-0.1501674077,8.0,35.0,8.0,19.0,-0.0376133672,-0.7579738962,12.0,-12.5540921044,0.0,13.5644,25.7031,2.4336,54.1746,134.7845,79.0312,40.0169,0.0,349.7083,3.04,148,2r6w,79,ligand_decoy_455
1055,-0.0819675075,-5.9913296925,0.0402465963,8.0,35.0,8.0,19.0,-0.0180218493,-3.4319116912,12.0,-49.143448585200005,8.1851,11.6905,77.1781,1.9888,88.2586,336.1407,195.6326,94.4977,0.0,813.5721,0.32,148,2r6w,415,ligand_decoy_92
1056,7.4016549249,-8.1774232885,-0.0410681051,5.0,33.0,5.0,17.0,-0.004254242,-0.0293322651,4.0,-29.322252961500002,7.6884,0.0,2.6923,11.7053,77.6572,332.644,255.6222,99.7761,0.0,787.7855,6.13,121,2jfz,478,ligand_decoy_1
1057,4.822330005,-19.3040705039,0.0280339878,5.0,33.0,5.0,17.0,0.0039755158,-0.0,4.0,-31.9369541041,0.1271,30.3857,2.1829,18.9026,100.0998,233.5017,100.6863,89.9407,0.0,575.8268,4.81,121,2jfz,119,ligand_decoy_233
1058,4.4386853954,-1.6842690776,0.0013129471,5.0,33.0,5.0,17.0,-0.0003740799,-0.4384583173,4.0,-17.7963964787,41.6306,0.0,0.0,3.5376,60.4404,262.7631,123.76,32.0856,0.0,524.2173,4.5,121,2jfz,377,ligand_decoy_409
1059,4.1895188424,-16.5809888789,-0.0316574284,5.0,33.0,5.0,17.0,-0.0030586533000000003,-0.0,4.0,-24.4131437546,4.6963,96.1404,85.2187,17.6489,77.2063,210.881,151.505,85.1897,0.0,728.4863,4.22,121,2jfz,216,ligand_decoy_350
1060,4.0171927018,-13.964101936099999,0.0118752031,5.0,33.0,5.0,17.0,-0.000220047,-0.2655673894,4.0,-29.500028932800003,15.0336,21.1529,9.0363,18.4139,76.5326,177.2558,83.4325,104.57,0.0,505.4276,4.02,121,2jfz,115,ligand_decoy_382
1061,3.7654662687,-8.548305172100001,0.0455057196,5.0,33.0,5.0,17.0,0.0097994264,-0.0,4.0,-25.3361015565,1.7152,0.0,14.4344,9.7464,53.555,248.8168,127.6562,86.4393,0.0,542.3633,3.78,121,2jfz,431,ligand_decoy_91
1062,3.5774361072000005,-5.2395904613,-0.0032787003000000004,5.0,33.0,5.0,17.0,-5.13443e-05,-0.27901959600000004,4.0,-16.035925125,17.9353,0.0,20.3958,22.6832,39.4838,245.5918,104.6428,60.338,0.0,511.0707,3.59,121,2jfz,43,ligand_decoy_270
1063,3.3683914572000004,-10.5290509077,0.0062786744,5.0,33.0,5.0,17.0,0.0009902115,-0.5769925736,4.0,-12.9305851865,34.3901,4.3373,2.1612,34.3401,67.0369,179.1118,60.4799,56.8747,0.0,438.732,3.38,121,2jfz,45,ligand_decoy_202
1064,3.1704738505,1.1261638715,0.0332344319,5.0,33.0,5.0,17.0,0.0046576615,-0.4254828792,4.0,-3.1322736913,36.5281,0.0,2.5552,0.0,14.3691,195.3716,120.717,13.4766,0.0,383.0176,3.31,121,2jfz,274,ligand_decoy_403
1065,2.7548784165,-2.9244319649,-0.0014963195999999998,5.0,33.0,5.0,17.0,-0.0007628296,-0.3672144336,4.0,-22.8518296057,17.1127,0.0,14.8786,7.4724,49.9196,262.2407,197.07,61.1449,0.0,609.8389,2.75,121,2jfz,310,ligand_decoy_169
1066,-0.2503694766,-11.8673180825,-0.0157553652,5.0,33.0,5.0,17.0,-0.0025525452,-1.9233721478,4.0,-57.485246982700005,22.9678,0.0,3.7191,32.1105,82.7425,315.2453,130.4585,63.9885,0.0,651.2322,-0.11,121,2jfz,424,ligand_decoy_79
1067,5.6239905656,-8.7117414139,0.200096072,1.5,14.0,1.5,6.0,0.052855289400000005,-2.6396031281,2.0,-31.2221240897,52.2014,15.6449,60.9013,11.0374,80.3722,128.5786,83.2681,80.2063,0.0,512.2102,6.2,142,1hnn,257,ligand_decoy_133
1068,3.7590188916,-9.559252434400001,-0.0050757508,1.5,14.0,1.5,6.0,0.0039388413,-2.4075195572,2.0,-40.2705887579,53.7042,39.2575,98.0095,28.0947,127.0189,173.9066,166.4999,109.5355,0.0,796.0268,4.52,142,1hnn,475,ligand_decoy_100
1069,3.0328491218,-8.2764150989,-0.16427242039999998,1.5,14.0,1.5,6.0,-0.0484763541,-0.5922344958,2.0,-28.4624339788,53.7031,24.6446,60.9797,14.3514,85.2358,129.4707,116.0465,84.5901,0.0,569.0219,3.25,142,1hnn,12,ligand_decoy_319
1070,2.4911667568,-8.7501176107,0.0013569565,1.5,14.0,1.5,6.0,-0.011075699,-0.8033695923,2.0,-35.8638101775,53.71,24.6446,65.2265,14.3514,86.6494,131.2085,117.5952,84.5957,0.0,577.9813,2.87,142,1hnn,184,ligand_decoy_9
1071,2.0474346464,-5.5736291422000015,-0.0715666193,1.5,14.0,1.5,6.0,-0.015726025600000002,-0.7547172006,2.0,-20.768534633199998,41.1304,0.0,43.2455,0.3315,89.2909,31.4512,43.4352,41.8566,0.0,290.7413,2.15,142,1hnn,244,ligand_decoy_283
1072,1.5860327619,-9.3394841606,0.0411267843,1.5,14.0,1.5,6.0,0.0014889847,-2.7768757816000003,2.0,-25.5381780515,47.5989,40.5672,103.0136,29.8626,127.0115,177.6775,176.5703,116.1537,0.0,818.4553,2.11,142,1hnn,52,ligand_decoy_207
1073,0.7802206479000001,-8.7010397948,-0.1170943436,1.5,14.0,1.5,6.0,-0.0306158726,-0.0,2.0,-34.133763989,53.6964,24.6446,63.2531,14.3514,86.791,130.691,117.3168,84.5889,0.0,575.3332,1.01,142,1hnn,60,ligand_decoy_123
1074,-0.4479790175,-8.3433680661,0.2602495869,1.5,14.0,1.5,6.0,0.0555105232,-1.7534591893,2.0,-30.3522856336,53.7059,11.6902,60.6244,11.0374,80.1211,120.8903,75.7416,76.3149,0.0,490.1258,-0.21,142,1hnn,364,ligand_decoy_315
1075,-2.8285208125,-9.0093623163,0.1953723964,1.5,14.0,1.5,6.0,0.0464739264,-0.5585086256,2.0,-29.878187037199996,50.8088,24.6446,62.1466,14.3514,92.3958,131.1765,117.5106,84.1049,0.0,577.1392,-2.6,142,1hnn,107,ligand_decoy_420
1076,-5.0205630124,-8.3139917916,-0.1879054682,1.5,14.0,1.5,6.0,-0.0541682365,-2.4573822074,2.0,-53.5504618824,53.1955,10.6576,54.8077,3.2145,60.2744,105.1765,68.6669,81.8034,0.0,437.7965,-4.3,142,1hnn,384,ligand_decoy_393
1077,-16.2899400469,-12.2752998903,0.016386166599999998,1.5,14.0,1.5,6.0,0.0045036286,-1.6490688925,2.0,-52.2413362653,53.69600000000001,24.6446,59.4891,14.3514,93.0464,131.2776,117.867,84.0578,0.0,578.4299,-15.67,142,1hnn,444,ligand_decoy_484
1078,5.9002302345,-30.0588382893,-1.2196031626,7.0,31.0,7.0,11.0,-0.2182572844,-4.6332949622,8.0,-65.5700964983,26.7192,93.906,6.4771,37.3789,53.6839,169.4066,190.9019,149.0961,0.0,727.5697,6.73,110,2zmm,481,ligand_decoy_0
1079,4.2124917492,-26.45258336,-0.9378696536,7.0,31.0,7.0,11.0,-0.1611917624,-1.7734908012,8.0,-37.094599062600004,28.1114,108.0933,7.1752,20.3096,27.5086,138.8268,122.9105,85.7236,0.0,538.659,4.26,110,2zmm,159,ligand_decoy_19
1080,3.9812516918,-25.443887911999997,-0.7680740534999999,7.0,31.0,7.0,11.0,-0.142737154,-2.7305485532,8.0,-39.988187773,33.5047,97.9454,7.4272,6.7655,22.1678,124.916,84.3984,60.0765,0.0,437.2015,4.09,110,2zmm,149,ligand_decoy_116
1081,3.820089269,-30.883493761399997,-1.1511905503,7.0,31.0,7.0,11.0,-0.2026926266,-5.0292108595,8.0,-58.9220071947,20.2464,118.0273,6.2853,29.1348,34.0549,152.7259,106.6186,69.6077,0.0,536.7009,3.9,110,2zmm,58,ligand_decoy_93
1082,3.6701492432,-26.0534547765,-0.9552680364,7.0,31.0,7.0,11.0,-0.1674190925,-2.8524325865,8.0,-38.1006319419,23.9707,107.2854,7.095,33.2837,23.5503,140.6931,59.9354,91.4554,0.0,487.269,3.78,110,2zmm,446,ligand_decoy_247
1083,3.5380110197000003,-25.0487275094,-0.7417417625,7.0,31.0,7.0,11.0,-0.13782277099999998,-2.1798662659,8.0,-38.5585057395,24.3811,115.6161,7.2664,28.4467,20.5645,142.1982,80.7311,78.2346,0.0,497.4387,3.63,110,2zmm,125,ligand_decoy_156
1084,3.3552693211,-25.8149678379,-0.6275153647999999,7.0,31.0,7.0,11.0,-0.1113364471,-1.2563656814,8.0,-35.8107935203,30.6507,120.1409,6.2031,16.493,21.1912,133.9411,73.3114,102.9126,0.0,504.844,3.41,110,2zmm,461,ligand_decoy_483
1085,3.2057693893,-27.5801335276,-0.6949377656,7.0,31.0,7.0,11.0,-0.1293289568,-1.9214210644,8.0,-44.90388372010001,35.0922,120.6281,8.1445,33.636,24.3236,119.2108,60.699,127.1714,0.0,528.9056,3.28,110,2zmm,176,ligand_decoy_387
1086,3.0048664783,-27.7145969144,-0.9137745071,7.0,31.0,7.0,11.0,-0.15742162380000002,-2.4141503068,8.0,-42.981340416,14.9844,122.4963,4.6432,19.4943,28.8425,135.5785,54.8252,71.7132,0.0,452.5776,3.08,110,2zmm,229,ligand_decoy_449
1087,2.6610503757,-23.207124826799998,-0.6995514177,7.0,31.0,7.0,11.0,-0.1195295304,-0.8994421125,8.0,-35.1906643998,18.6743,119.42,7.2271,15.9437,36.7779,113.3394,61.2994,78.344,0.0,451.0258,2.71,110,2zmm,378,ligand_decoy_412
1088,-0.1352922305,-31.6325484192,-1.1528775773,7.0,31.0,7.0,11.0,-0.2118832563,-5.0758461537,8.0,-71.60834754609999,19.241,132.5477,6.1867,23.0113,32.6304,143.6282,63.6437,102.1477,0.0,523.0367,0.11,110,2zmm,371,ligand_decoy_456
1089,4.4434530804,-23.159961419800002,-1.1158363323,11.0,28.0,10.0,13.0,-0.2040715878,-3.488991883,12.0,-50.6018760918,27.1401,103.9781,28.4506,10.0127,54.5404,119.9917,214.9892,101.395,0.0,660.4978,4.06,115,2jff,467,ligand_decoy_18
1090,3.85302297,-25.974017809499998,-1.5869642942,11.0,28.0,10.0,13.0,-0.3006135416,-1.8051262249,12.0,-44.061807860500004,64.45,124.9455,30.9743,28.2497,75.4614,138.5093,147.4839,69.0854,0.0,679.1595,3.88,115,2jff,145,ligand_decoy_125
1091,3.676640629700001,-26.0668483039,-1.4157457235,11.0,28.0,10.0,13.0,-0.2786381812,-2.3102881228,12.0,-45.7963063333,66.2687,118.7415,32.7517,31.6306,64.6262,144.2047,136.5348,76.2821,0.0,671.0403,3.68,115,2jff,486,ligand_decoy_242
1092,3.5606098466,-20.7734930256,-0.7798245632999999,11.0,28.0,10.0,13.0,-0.1756341805,-2.7529126633,12.0,-48.0636632864,44.5923,97.878,31.7767,1.9799,52.723,76.9217,141.3524,107.8463,0.0,555.0703,3.69,115,2jff,413,ligand_decoy_253
1093,3.4136037808,-27.8953215155,-1.4286771522,11.0,28.0,10.0,13.0,-0.280486576,-5.2674044021,12.0,-75.6071076442,85.0117,116.1208,38.5262,36.4985,87.4373,117.9096,154.501,46.7565,0.0,682.7616,3.81,115,2jff,171,ligand_decoy_6
1094,3.2684754494,-17.3127478425,-0.5718434738,11.0,28.0,10.0,13.0,-0.1176444611,-3.954831382,12.0,-33.6459051202,46.9759,86.7184,32.9827,24.7069,35.5954,78.8479,158.8374,42.9728,0.0,507.6374,3.39,115,2jff,338,ligand_decoy_460
1095,3.1222982273000004,-14.2129677582,-0.7430473747,11.0,28.0,10.0,13.0,-0.1417616123,-1.2813116763,12.0,-29.426819295900003,25.8052,86.1628,6.9447,10.0565,68.6415,133.4591,142.6648,41.93600000000001,0.0,515.6706,3.19,115,2jff,28,ligand_decoy_201
1096,2.9623974073,-11.942808873299999,-0.5815402115999999,11.0,28.0,10.0,13.0,-0.0982656553,-1.3668439452,12.0,-20.6880194359,33.0486,67.9457,10.4777,16.2255,62.3604,121.8521,168.8972,47.7033,0.0,528.5105,2.98,115,2jff,356,ligand_decoy_101
1097,2.8266944224,-12.129841488399999,-0.6770332747,11.0,28.0,10.0,13.0,-0.1258008699,-0.6154127798,12.0,-20.1528064527,23.3813,64.7339,4.7223,11.9914,70.2585,119.5569,128.7641,38.507,0.0,461.9154,2.84,115,2jff,251,ligand_decoy_268
1098,2.6365958191,-11.6182762228,-0.5544597608,11.0,28.0,10.0,13.0,-0.0991605131,-1.0792425162,12.0,-22.520629531100006,21.5873,61.9922,4.7583,1.761,49.6169,110.5146,113.5462,41.279,0.0,405.0555,2.66,115,2jff,364,ligand_decoy_176
1099,1.4609067028,-34.7479738452,-1.7110341277,11.0,28.0,10.0,13.0,-0.3919990607,-10.0503826686,12.0,-121.011312228,60.0966,145.606,36.4379,40.9333,81.6159,129.1178,123.5837,63.6809,0.0,681.0721,1.88,115,2jff,125,ligand_decoy_156
1100,6.918233670599999,-23.206090605900002,-0.34364739990000004,13.5,40.0,11.5,17.0,-0.102761949,-3.9767994075,10.0,-78.0585999269,14.0044,32.2753,70.8856,28.0926,136.3814,404.2232,251.6543,131.8575,0.0,1069.3743,7.57,98,2qi1,481,ligand_decoy_0
1101,3.3150153899,-12.9387342604,-0.2437607317,13.5,40.0,11.5,17.0,-0.0435326315,-2.1849493516,10.0,-33.4856155505,48.2021,23.869,53.7432,12.8777,90.3665,173.9717,105.9472,48.2385,0.0,557.2159,3.33,98,2qi1,226,ligand_decoy_479
1102,3.1036969209,-13.6744687398,-0.4658174943,13.5,40.0,11.5,17.0,-0.08026581070000001,-1.9334649702,10.0,-40.8837643932,50.3457,15.8016,57.0893,21.2203,71.7764,155.5724,80.8012,30.7997,0.0,483.4066,3.21,98,2qi1,462,ligand_decoy_367
1103,2.9750501098,-17.7987729863,-0.4312554455,13.5,40.0,11.5,17.0,-0.0875273617,-3.1228116702999995,10.0,-48.4766254913,49.0145,19.654,66.9809,19.3805,119.1862,199.3244,151.6762,90.1482,0.0,715.3649,3.14,98,2qi1,496,ligand_decoy_204
1104,2.8659288025,-16.518708243,-0.3300778349,13.5,40.0,11.5,17.0,-0.072395463,-3.1155061099,10.0,-55.03698205600001,54.9693,41.962,39.3701,12.4295,109.4955,128.7433,86.4636,58.5473,0.0,531.9806,2.97,98,2qi1,166,ligand_decoy_165
1105,2.7273652066000005,-11.4246348628,-0.190120608,13.5,40.0,11.5,17.0,-0.0382735082,-1.3423673839,10.0,-27.715491772199996,45.2051,12.1419,43.8105,12.2558,48.5705,163.9848,101.615,71.055,0.0,498.6386,2.73,98,2qi1,115,ligand_decoy_382
1106,2.5501026783,-10.1082403598,-0.0334178044,13.5,40.0,11.5,17.0,-0.0103642137,-0.6786542876,10.0,-36.989607304,36.1003,20.0197,26.8287,18.0379,102.5228,144.3929,73.0701,85.4602,0.0,506.4326,2.57,98,2qi1,369,ligand_decoy_273
1107,2.38897693,-10.1283379858,-0.1252874269,13.5,40.0,11.5,17.0,-0.0205157153,-1.0034509945,10.0,-14.4835082098,29.3053,27.2871,15.5697,13.7918,83.5485,146.0541,65.1602,44.6635,0.0,425.3802,2.39,98,2qi1,427,ligand_decoy_480
1108,2.2161740209,-11.796330920299999,-0.0838232372,13.5,40.0,11.5,17.0,-0.0283420536,-1.3529003003,10.0,-27.098934748,66.3704,29.9386,22.5777,5.573,81.328,110.2473,39.849,39.8852,0.0,395.7692,2.22,98,2qi1,413,ligand_decoy_253
1109,2.0064032158000003,-11.617843463699998,-0.1437053608,13.5,40.0,11.5,17.0,-0.030733231,-2.2256727164,10.0,-24.6889946738,46.7588,11.1082,29.8677,2.0767,53.5794,100.3228,51.7237,41.3519,0.0,336.7892,2.01,98,2qi1,485,ligand_decoy_384
1110,0.9445590824,-3.5904775594,-0.0676204431,13.5,40.0,11.5,17.0,-0.0162908129,-0.1934506526,10.0,-8.8154862395,29.9545,16.4239,0.5553,6.4464,51.4786,65.9171,23.7862,10.5731,0.0,205.1351,0.98,98,2qi1,197,ligand_decoy_450
1111,5.7569869724,-14.630015502400001,-0.4449497038,14.0,37.0,12.0,17.0,-0.1058206023,-3.2895779567,10.0,-63.622240454300005,4.1063,21.3381,51.7496,31.4539,166.4919,181.0296,401.9568,110.9204,0.0,969.0466,6.61,123,2qi3,478,ligand_decoy_1
1112,3.4411830048,-11.098598557799999,-0.2587606022,14.0,37.0,12.0,17.0,-0.07522673440000001,-3.5213461269,10.0,-42.6435095918,46.5234,22.809,22.7997,20.5955,113.8548,79.3873,335.3158,64.5254,0.0,705.8109,3.74,123,2qi3,359,ligand_decoy_3
1113,3.0253088446,-12.432824202699999,-0.1058352721,14.0,37.0,12.0,17.0,-0.02567215,-1.2508058272,10.0,-51.4380253522,46.084,39.0802,18.4323,20.336,121.9994,120.0233,246.1471,70.4157,0.0,682.518,3.13,123,2qi3,263,ligand_decoy_326
1114,2.776773093,-15.025117225799999,-0.0891777142,14.0,37.0,12.0,17.0,-0.0104742372,-1.3161817909,10.0,-39.0753154586,62.8606,37.2622,19.0347,14.5503,85.2364,149.3386,104.8001,50.8359,0.0,523.9188,2.79,123,2qi3,41,ligand_decoy_64
1115,2.6301191024,-9.2239888252,-0.0015036545,14.0,37.0,12.0,17.0,0.0002713913,-1.6057122986,10.0,-38.9684826401,41.9589,18.8302,21.4295,11.7323,98.5334,136.7157,119.2132,36.8315,0.0,485.2447,2.67,123,2qi3,174,ligand_decoy_70
1116,2.5214965683000004,-9.548250084400001,-0.0666962457,14.0,37.0,12.0,17.0,-0.0141416872,-1.8383313172,10.0,-40.9857635126,40.9191,21.3942,25.0154,12.8928,103.2222,114.9813,148.382,49.8583,0.0,516.6653,2.55,123,2qi3,363,ligand_decoy_138
1117,2.3954829863,-8.9531696474,-0.152932665,14.0,37.0,12.0,17.0,-0.0391390264,-1.2705807176,10.0,-14.611707592,53.5714,19.631,25.4607,11.3588,62.6443,123.4146,104.6373,34.9761,0.0,435.6942,2.4,123,2qi3,375,ligand_decoy_113
1118,2.2791221327,-9.4728399775,-0.0053178025,14.0,37.0,12.0,17.0,-0.0037187943,-1.8006225963,10.0,-38.653052600500004,56.1326,15.4656,9.2124,12.5166,115.9271,98.8894,165.8238,43.1365,0.0,517.104,2.29,123,2qi3,119,ligand_decoy_233
1119,2.1138961753,-5.3052818257,0.0321855412,14.0,37.0,12.0,17.0,0.0039021668,-0.4788589465,10.0,-23.848547162,35.5621,17.0897,0.0,10.802,103.4495,82.3275,129.8735,33.2046,0.0,412.3089,2.16,123,2qi3,258,ligand_decoy_110
1120,1.8923675255,-9.7690159046,-0.06285275809999999,14.0,37.0,12.0,17.0,-0.0162394686,-1.7902583825999998,10.0,-38.1261207194,39.5044,19.1775,25.9697,14.4854,111.558,112.517,146.882,50.565,0.0,520.659,1.94,123,2qi3,106,ligand_decoy_73
1121,0.5907895205,-9.7387887817,0.0026699036,14.0,37.0,12.0,17.0,-0.0087358659,-1.829837503,10.0,-39.3976916485,58.8295,20.5588,30.2471,9.2621,112.9383,119.376,192.8063,33.7455,0.0,577.7636,0.64,123,2qi3,50,ligand_decoy_389
1122,6.8802315537,-20.069503993399998,-0.4657588151,13.0,39.0,11.0,19.0,-0.11793785710000003,-4.541051259800001,10.0,-79.3480533422,22.0857,38.585,54.9242,29.2864,159.7556,342.591,367.9832,107.8629,0.0,1123.0739999999996,9.25,147,2qi4,481,ligand_decoy_0
1123,3.4523613924000003,-11.522878513399998,-0.2487191241,13.0,39.0,11.0,19.0,-0.0498919898,-1.0370888459,10.0,-31.4886083416,54.3546,15.1376,34.6713,18.5282,88.921,219.5653,136.1428,34.9025,0.0,602.2233,3.49,147,2qi4,188,ligand_decoy_390
1124,3.2409549046,-14.2840429392,-0.2594720875,13.0,39.0,11.0,19.0,-0.049363877,-1.5325099966,10.0,-33.6233503027,51.1617,32.8769,29.2348,17.0969,99.56,228.2971,79.6764,47.4797,0.0,585.3835,3.23,147,2qi4,395,ligand_decoy_377
1125,3.0955698517,-13.7331626096,-0.328236775,13.0,39.0,11.0,19.0,-0.0826423183,-2.5035774076,10.0,-42.6715435796,64.4223,37.8985,55.4653,16.8475,80.1992,203.604,179.0686,43.137,0.0,680.6424,3.17,147,2qi4,204,ligand_decoy_35
1126,2.9395271891,-9.6246430679,-0.1601135321,13.0,39.0,11.0,19.0,-0.0300070759,-1.0939489907,10.0,-20.001120720699998,36.7049,14.4663,30.184,11.2301,76.4462,201.9553,89.8867,53.8297,0.0,514.7032,2.94,147,2qi4,23,ligand_decoy_487
